tweet_date,text,expanded_urls,name,doggo,floofer,pupper,puppo,retweet_count,favorite_count,jpg_url,img_num,ratings,extracted_source,dog_type,dog_breed,dog_conf
2017-07-07 16:22:55,Meet Grizzwald. He may be the floofiest floofer I ever did see. Lost eyes saving a schoolbus from a volcano erpuption. 13/10 heroic as h*ck https://t.co/rf661IFEYP,https://twitter.com/dog_rates/status/883360690899218434/photo/1,Grizzwald,,floofer,,,3825.0,22986.0,https://pbs.twimg.com/media/DEJT3FeXoAAtwUy.jpg,1.0,1.3,Twitter for iPhone,floofer,chow,0.987997
2017-07-05 15:48:34,This is Stanley. He has his first swim lesson today. Doggle straps adjusted. Ready to go. 13/10 Phelps is nervous (IG: stanleythe_corgi) https://t.co/Nx52PGwH94,https://twitter.com/dog_rates/status/882627270321602560/photo/1,Stanley,,,,,6342.0,28382.0,https://pbs.twimg.com/media/DD-40X3WAAAJPU5.jpg,1.0,1.3,Twitter for iPhone,,pembroke,0.542982
2017-07-03 00:11:11,This is Gary. He couldn't miss this puppertunity for a selfie. Flawless focusing skills. 13/10 would boop intensely https://t.co/7CSWCl8I6s,https://twitter.com/dog_rates/status/881666595344535552/photo/1,Gary,,,,,11099.0,51522.0,https://pbs.twimg.com/media/DDxPFwbWAAEbVVR.jpg,1.0,1.3,Twitter for iPhone,,saluki,0.529012
2017-06-29 16:39:47,This is Bella. She had her first beach experience this morning. Complete success. 12/10 would perform a sandy boop https://t.co/4VsFysDmiw,"https://twitter.com/dog_rates/status/880465832366813184/photo/1,https://twitter.com/dog_rates/status/880465832366813184/photo/1,https://twitter.com/dog_rates/status/880465832366813184/photo/1,https://twitter.com/dog_rates/status/880465832366813184/photo/1",Bella,,,,,6546.0,29075.0,https://pbs.twimg.com/media/DDgK-J4XUAIEV9W.jpg,1.0,1.2,Twitter for iPhone,,golden retriever,0.913255
2017-06-28 16:09:20,Please don't send in photos without dogs in them. We're not @porch_rates. Insubordinate and churlish. Pretty good porch tho 11/10 https://t.co/HauE8M3Bu4,https://twitter.com/dog_rates/status/880095782870896641/photo/1,None,,,,,4533.0,28150.0,https://pbs.twimg.com/media/DDa6ckbXgAAM1vV.jpg,1.0,1.1,Twitter for iPhone,,miniature pinscher,0.120298
2017-06-26 19:07:24,This is Duddles. He did an attempt. 13/10 someone help him (vid by Georgia Felici) https://t.co/UDT7ZkcTgY,https://twitter.com/dog_rates/status/879415818425184262/video/1,Duddles,,,,,45849.0,107956.0,https://pbs.twimg.com/ext_tw_video_thumb/879415784908390401/pu/img/cX7XI1TnUsseGET5.jpg,1.0,1.3,Twitter for iPhone,,english springer,0.383404
2017-06-25 16:07:47,This is Beau. That is Beau's balloon. He takes it everywhere. 13/10 would protect at all costs https://t.co/YDtpCjIPKN,https://twitter.com/dog_rates/status/879008229531029506/photo/1,Beau,,,,,2812.0,19317.0,https://pbs.twimg.com/media/DDLdUrqXYAMOVzY.jpg,1.0,1.3,Twitter for iPhone,,vizsla,0.960513
2017-06-23 01:10:23,This is Emmy. She was adopted today. Massive round of pupplause for Emmy and her new family. 14/10 for all involved https://t.co/cwtWnHMVpe,"https://twitter.com/dog_rates/status/878057613040115712/photo/1,https://twitter.com/dog_rates/status/878057613040115712/photo/1",Emmy,,,,,7181.0,42876.0,https://pbs.twimg.com/media/DC98vABUIAA97pz.jpg,1.0,1.4,Twitter for iPhone,,french bulldog,0.839097
2017-06-21 00:06:44,"Meet Dante. At first he wasn't a fan of his new raincoat, then he saw his reflection. H*ckin handsome. 13/10 for water resistant good boy https://t.co/SHRTIo5pxc","https://twitter.com/dog_rates/status/877316821321428993/photo/1,https://twitter.com/dog_rates/status/877316821321428993/photo/1",Dante,,,,,5414.0,27907.0,https://pbs.twimg.com/media/DCza_vtXkAQXGpC.jpg,1.0,1.3,Twitter for iPhone,,saluki,0.5099670000000001
2017-06-19 16:24:33,This is Ginger. She's having a ruff Monday. Too many pupper things going on. H*ckin exhausting. 12/10 would snug passionately https://t.co/j211oCDRs6,"https://twitter.com/dog_rates/status/876838120628539392/photo/1,https://twitter.com/dog_rates/status/876838120628539392/photo/1",Ginger,,,pupper,,3506.0,21125.0,https://pbs.twimg.com/media/DCsnnZsVwAEfkyi.jpg,1.0,1.2,Twitter for iPhone,pupper,bloodhound,0.575751
2017-06-18 16:57:37,This is Benedict. He wants to thank you for this delightful urban walk. Hopes you know he loves you. 13/10 super duper good boy https://t.co/26BXueUgbs,https://twitter.com/dog_rates/status/876484053909872640/photo/1,Benedict,,,,,2511.0,19163.0,https://pbs.twimg.com/media/DCnll_dUQAAkBdG.jpg,1.0,1.3,Twitter for iPhone,,golden retriever,0.874566
2017-06-16 16:11:53,"This is Goose. He's a womanizer. Cheeky as h*ck, but also deep. Tongue slip game on another level. 13/10 will steal your girl https://t.co/V2WlACRJCN",https://twitter.com/dog_rates/status/875747767867523072/photo/1,Goose,,,,,4497.0,25773.0,https://pbs.twimg.com/media/DCdH8YpUQAAiEbL.jpg,1.0,1.3,Twitter for iPhone,,labrador retriever,0.799551
2017-06-13 17:29:20,Meet Cash. He hath acquired a stick. A very good stick tbh. 12/10 would pat head approvingly https://t.co/lZhtizkURD,https://twitter.com/dog_rates/status/874680097055178752/photo/1,Cash,,,,,4875.0,28439.0,https://pbs.twimg.com/media/DCN85nGUwAAzG_q.jpg,1.0,1.2,Twitter for iPhone,,labrador retriever,0.836052
2017-06-12 16:06:11,This is Jed. He may be the fanciest pupper in the game right now. Knows it too. 13/10 would sign modeling contract https://t.co/0YplNnSMEm,https://twitter.com/dog_rates/status/874296783580663808/photo/1,Jed,,,pupper,,4308.0,26651.0,https://pbs.twimg.com/media/DCIgSR0XgAANEOY.jpg,1.0,1.3,Twitter for iPhone,pupper,cocker spaniel,0.437216
2017-06-11 21:18:31,"This is Sebastian. He can't see all the colors of the rainbow, but he can see that this flag makes his human happy. 13/10 #PrideMonth puppo https://t.co/XBE0evJZ6V","https://twitter.com/dog_rates/status/874012996292530176/photo/1,https://twitter.com/dog_rates/status/874012996292530176/photo/1",Sebastian,,,,puppo,11007.0,35501.0,https://pbs.twimg.com/media/DCEeLxjXsAAvNSM.jpg,2.0,1.3,Twitter for iPhone,puppo,cardigan,0.806674
2017-06-10 16:39:04,"We usually don't rate Deck-bound Saskatoon Black Bears, but this one is h*ckin flawless. Sneaky tongue slip too. 13/10 would hug firmly https://t.co/mNuMH9400n",https://twitter.com/dog_rates/status/873580283840344065/photo/1,None,,,,,4143.0,24837.0,https://pbs.twimg.com/media/DB-UotKXkAEHXVi.jpg,1.0,1.3,Twitter for iPhone,,newfoundland,0.678537
2017-06-09 16:22:42,"This is Sierra. She's one precious pupper. Absolute 12/10. Been in and out of ICU her whole life. Help Sierra below

https://t.co/Xp01EU3qyD https://t.co/V5lkvrGLdQ","https://www.gofundme.com/help-my-baby-sierra-get-better,https://twitter.com/dog_rates/status/873213775632977920/photo/1,https://twitter.com/dog_rates/status/873213775632977920/photo/1",Sierra,,,pupper,,1667.0,7467.0,https://pbs.twimg.com/media/DB5HTBGXUAE0TiK.jpg,1.0,1.2,Twitter for iPhone,pupper,vizsla,0.6197819999999999
2017-06-08 14:20:41,"Here are my favorite #dogsatpollingstations 
Most voted for a more consistent walking schedule and to increase daily pats tenfold. All 13/10 https://t.co/17FVMl4VZ5","https://twitter.com/dog_rates/status/872820683541237760/photo/1,https://twitter.com/dog_rates/status/872820683541237760/photo/1,https://twitter.com/dog_rates/status/872820683541237760/photo/1,https://twitter.com/dog_rates/status/872820683541237760/photo/1",None,,,,,3884.0,15029.0,https://pbs.twimg.com/media/DBzhx0PWAAEhl0E.jpg,3.0,1.3,Twitter for iPhone,,pug,0.99912
2017-06-08 01:06:27,This is Monkey. She's supporting owners everywhere with her fancy #PrideMonth bandana. 13/10 love is love is love... https://t.co/lUcpnZDPz9,https://twitter.com/dog_rates/status/872620804844003328/photo/1,Monkey,,,,,3911.0,21309.0,https://pbs.twimg.com/media/DBwr_hzXkAEnZBW.jpg,1.0,1.3,Twitter for iPhone,,cocker spaniel,0.513191
2017-06-07 01:19:32,This is Harry. His ears are activated one at a time. Incredibly rare to witness in person. Very special moment here. 13/10 blessed as h*ck https://t.co/ejHvGDfWoa,"https://twitter.com/dog_rates/status/872261713294495745/photo/1,https://twitter.com/dog_rates/status/872261713294495745/photo/1",Harry,,,,,6649.0,35085.0,https://pbs.twimg.com/media/DBrlZk2UQAAfAkd.jpg,2.0,1.3,Twitter for iPhone,,labrador retriever,0.972019
2017-06-06 00:01:46,Say hello to Lassie. She's celebrating #PrideMonth by being a splendid mix of astute and adorable. Proudly supupporting her owner. 13/10 https://t.co/uK6PNyeh9w,"https://twitter.com/dog_rates/status/871879754684805121/photo/1,https://twitter.com/dog_rates/status/871879754684805121/photo/1",Lassie,,,,,11918.0,39090.0,https://pbs.twimg.com/media/DBmKAmBXUAE-pQ-.jpg,1.0,1.3,Twitter for iPhone,,shetland sheepdog,0.969171
2017-06-02 15:00:16,"This is Cody. He zoomed too aggressively and tore his ACL. Happens to the best of us. Still 13/10

Help Cody here: https://t.co/4hxnDOt1CV https://t.co/42ryYRQ2Q4","https://www.gofundme.com/help-fix-codys-torn-acl,https://twitter.com/dog_rates/status/870656317836468226/photo/1,https://twitter.com/dog_rates/status/870656317836468226/photo/1,https://twitter.com/dog_rates/status/870656317836468226/photo/1,https://twitter.com/dog_rates/status/870656317836468226/photo/1",Cody,,,,,2817.0,12819.0,https://pbs.twimg.com/media/DBUxSSTXsAA-Jn1.jpg,4.0,1.3,Twitter for iPhone,,pembroke,0.945495
2017-06-01 16:00:09,"This is Rumble, but he's not ready to. Would rather fall asleep in his bath bucket. 13/10 would attempt a boop without waking https://t.co/MVQCzrF1g9","https://twitter.com/dog_rates/status/870308999962521604/photo/1,https://twitter.com/dog_rates/status/870308999962521604/photo/1",Rumble,,,,,4384.0,22453.0,https://pbs.twimg.com/media/DBP1asiUAAEKZI5.jpg,2.0,1.3,Twitter for iPhone,,greater swiss mountain dog,0.6227520000000001
2017-05-30 23:51:58,Meet Stanley. He likes road trips. Will shift for you. One ear more effective than other. 13/10 we don't leave until you buckle pup Stanley https://t.co/vmCu3PFCQq,https://twitter.com/dog_rates/status/869702957897576449/photo/1,Stanley,,,,,6728.0,29116.0,https://pbs.twimg.com/media/DBHOOfOXoAABKlU.jpg,1.0,1.3,Twitter for iPhone,,pembroke,0.993449
2017-05-29 16:24:37,This is Gizmo. His favorite thing is standing pupright like a hooman. Sneaky tongue slip status achieved. 13/10 would boop well https://t.co/IoR3n1fiiQ,https://twitter.com/dog_rates/status/869227993411051520/photo/1,Gizmo,,,,,4023.0,21112.0,https://pbs.twimg.com/media/DBAePiVXcAAqHSR.jpg,1.0,1.3,Twitter for iPhone,,pembroke,0.664181
2017-05-27 19:39:34,"Say hello to Cooper. His expression is the same wet or dry. Absolute 12/10 but Coop desperately requests your help

https://t.co/ZMTE4Mr69f https://t.co/7RyeXTYLNi","https://www.gofundme.com/3ti3nps,https://twitter.com/dog_rates/status/868552278524837888/photo/1,https://twitter.com/dog_rates/status/868552278524837888/photo/1",Cooper,,,,,2240.0,10539.0,https://pbs.twimg.com/media/DA23sCeVoAE3uF0.jpg,1.0,1.2,Twitter for iPhone,,whippet,0.378151
2017-05-25 16:10:44,Meet Harold.  He's h*ckin cooperative. 13/10 good work Harold https://t.co/ZYg3NZGICa,"https://twitter.com/dog_rates/status/867774946302451713/photo/1,https://twitter.com/dog_rates/status/867774946302451713/photo/1",Harold,,,,,7788.0,35179.0,https://pbs.twimg.com/media/DAr0tDZXUAEMvdu.jpg,2.0,1.3,Twitter for iPhone,,border collie,0.661953
2017-05-22 16:06:55,This is Lili. She can't believe you betrayed her with bath time. Never looking you in the eye again. 12/10 would puppologize profusely https://t.co/9b9J46E86Z,"https://twitter.com/dog_rates/status/866686824827068416/photo/1,https://twitter.com/dog_rates/status/866686824827068416/photo/1",Lili,,,,,3727.0,20070.0,https://pbs.twimg.com/media/DAcXEWuXkAIBDGJ.jpg,1.0,1.2,Twitter for iPhone,,flat-coated retriever,0.51473
2017-05-21 16:48:45,This is Coco. At first I thought she was a cloud but clouds don't bork with such passion. 12/10 would hug softly https://t.co/W86h5dgR6c,"https://twitter.com/dog_rates/status/866334964761202691/photo/1,https://twitter.com/dog_rates/status/866334964761202691/photo/1",Coco,,,,,15546.0,54720.0,https://pbs.twimg.com/media/DAXXDQNXgAAoYQH.jpg,1.0,1.2,Twitter for iPhone,,samoyed,0.984086
2017-05-19 23:57:46,"Meet Boomer. He's just checking pup on you. Hopes you had a good day. If not, he hopes he made it better. 13/10 extremely good boy https://t.co/pozUoHLkGg",https://twitter.com/dog_rates/status/865718153858494464/photo/1,Boomer,,,,,6008.0,26640.0,https://pbs.twimg.com/media/DAOmEZiXYAAcv2S.jpg,1.0,1.3,Twitter for iPhone,,golden retriever,0.673664
2017-05-18 00:50:50,This is Nelly. He really hopes you like his Hawaiian shirt. He already tore the tags off. 13/10 h*ck of a puppurchase https://t.co/LbkG5CiM7o,https://twitter.com/dog_rates/status/865006731092295680/photo/1,Nelly,,,,,8209.0,29063.0,https://pbs.twimg.com/media/DAEfCFXUIAA1uqj.jpg,1.0,1.3,Twitter for iPhone,,pembroke,0.989882
2017-05-16 00:41:21,This is Meatball. He doing what's known in the industry as a mid-strut mlem. H*ckin fancy boy. 12/10 I'd do anything for Meatball https://t.co/S2HdmFFPck,"https://twitter.com/dog_rates/status/864279568663928832/photo/1,https://twitter.com/dog_rates/status/864279568663928832/photo/1",Meatball,,,,,3266.0,15195.0,https://pbs.twimg.com/media/C_6JrWZVwAAHhCD.jpg,1.0,1.2,Twitter for iPhone,,bull mastiff,0.668613
2017-05-12 16:05:02,"Say hello to Quinn. She's quite the goofball. Not even a year old. Confirmed 13/10 but she really needs your help 

https://t.co/MOBkQnyHib https://t.co/EsOB4rLEKt","https://www.gofundme.com/helpquinny,https://twitter.com/dog_rates/status/863062471531167744/photo/1,https://twitter.com/dog_rates/status/863062471531167744/photo/1,https://twitter.com/dog_rates/status/863062471531167744/photo/1,https://twitter.com/dog_rates/status/863062471531167744/photo/1",Quinn,,,,,2687.0,8945.0,https://pbs.twimg.com/media/C_o2vKCUwAAgtOp.jpg,2.0,1.3,Twitter for iPhone,,french bulldog,0.935804
2017-05-11 17:34:13,"This is Dave. He passed the h*ck out. It's barely the afternoon on a Thursday, Dave. Get it together. Still 11/10 would boop mid-snooze https://t.co/Eme9Uar6v2",https://twitter.com/dog_rates/status/862722525377298433/photo/1,Dave,,,,,3809.0,17779.0,https://pbs.twimg.com/media/C_kBjuUUIAArs2-.jpg,1.0,1.1,Twitter for iPhone,,basset,0.39333
2017-05-10 00:08:34,We only rate dogs. Please don't send perfectly toasted marshmallows attempting to drive. Thank you... 13/10 https://t.co/nvZyyrp0kd,"https://twitter.com/dog_rates/status/862096992088072192/photo/1,https://twitter.com/dog_rates/status/862096992088072192/photo/1",None,,,,,21840.0,66437.0,https://pbs.twimg.com/media/C_bIo7QXYAAGfPu.jpg,2.0,1.3,Twitter for iPhone,,chow,0.677589
2017-05-08 00:54:59,This is Hobbes. He's never seen bubbles before. 13/10 deep breaths buddy https://t.co/QFRlbZw4Z1,https://twitter.com/dog_rates/status/861383897657036800/photo/1,Hobbes,,,,,11528.0,37744.0,https://pbs.twimg.com/media/C_RAFTxUAAAbXjV.jpg,1.0,1.3,Twitter for iPhone,,cardigan,0.771008
2017-05-05 16:00:04,This is Carl. He likes to dance. Doesn't care what you think about it. 13/10 h*ckin confident pup https://t.co/C2zHcNIu4I,https://twitter.com/dog_rates/status/860524505164394496/photo/1,Carl,,,,,5698.0,24678.0,https://pbs.twimg.com/media/C_EyeKuXkAAdxY-.jpg,1.0,1.3,Twitter for iPhone,,bedlington terrier,0.286558
2017-05-03 03:17:27,Sorry for the lack of posts today. I came home from school and had to spend quality time with my puppo. Her name is Zoey and she's 13/10 https://t.co/BArWupFAn0,https://twitter.com/dog_rates/status/859607811541651456/photo/1,None,,,,puppo,1704.0,19476.0,https://pbs.twimg.com/media/C-3wvtxXcAUTuBE.jpg,1.0,1.3,Twitter for iPhone,puppo,golden retriever,0.8955290000000001
2017-05-01 00:40:27,I have stumbled puppon a doggo painting party. They're looking to be the next Pupcasso or Puppollock. All 13/10 would put it on the fridge https://t.co/cUeDMlHJbq,https://twitter.com/dog_rates/status/858843525470990336/photo/1,None,doggo,,,,3771.0,16304.0,https://pbs.twimg.com/media/C-s5oYZXkAAMHHq.jpg,1.0,1.3,Twitter for iPhone,doggo,golden retriever,0.57812
2017-04-28 00:00:54,Meet Thor. He doesn't have finals because he's a dog but is pupset you have finals. Just wants to play. 13/10 would abandon education for https://t.co/7IFn3rkJai,"https://twitter.com/dog_rates/status/857746408056729600/photo/1,https://twitter.com/dog_rates/status/857746408056729600/photo/1,https://twitter.com/dog_rates/status/857746408056729600/photo/1",Thor,,,,,11524.0,36021.0,https://pbs.twimg.com/media/C-dTzBzXUAQRjYz.jpg,1.0,1.3,Twitter for iPhone,,labrador retriever,0.919832
2017-04-26 16:00:39,This is Oscar and Oliver. Oliver shrunk Oscar. Oscar isn't pleased about it. Quite pupset tbh. Oliver doesn't seem to mind. Both 13/10 https://t.co/e3U4NReleC,https://twitter.com/dog_rates/status/857263160327368704/photo/1,Oscar,,,,,4934.0,21041.0,https://pbs.twimg.com/media/C-WcS4MXoAADrBU.jpg,1.0,1.3,Twitter for iPhone,,samoyed,0.998021
2017-04-24 15:13:52,"THIS IS CHARLIE, MARK. HE DID JUST WANT TO SAY HI AFTER ALL. PUPGRADED TO A 14/10. WOULD BE AN HONOR TO FLY WITH https://t.co/p1hBHCmWnA",https://twitter.com/dog_rates/status/856526610513747968/photo/1,None,,,,,2068.0,12446.0,https://pbs.twimg.com/media/C-L-aIYXgAIR0jY.jpg,1.0,1.4,Twitter for iPhone,,old english sheepdog,0.798481
2017-04-19 16:25:34,This is Marlee. She fetched a flower and immediately requested that it be placed behind her ear. 12/10 elegant af https://t.co/nJztIEON5s,"https://twitter.com/dog_rates/status/854732716440526848/photo/1,https://twitter.com/dog_rates/status/854732716440526848/photo/1,https://twitter.com/dog_rates/status/854732716440526848/photo/1,https://twitter.com/dog_rates/status/854732716440526848/photo/1",Marlee,,,,,6690.0,24188.0,https://pbs.twimg.com/media/C9ye3b3WAAAlTo0.jpg,1.0,1.2,Twitter for iPhone,,pembroke,0.6955479999999999
2017-04-18 16:05:17,This is Einstein. He's having a really good day. Hopes you are too. H*ckin nifty tongue. 13/10 would snug intensely https://t.co/mdaQhhfpv6,"https://twitter.com/dog_rates/status/854365224396361728/photo/1,https://twitter.com/dog_rates/status/854365224396361728/photo/1",Einstein,,,,,5159.0,20046.0,https://pbs.twimg.com/media/C9tQokgUIAEETSx.jpg,1.0,1.3,Twitter for iPhone,,pembroke,0.90708
2017-04-17 16:34:26,"At first I thought this was a shy doggo, but it's actually a Rare Canadian Floofer Owl. Amateurs would confuse the two. 11/10 only send dogs https://t.co/TXdT3tmuYk","https://twitter.com/dog_rates/status/854010172552949760/photo/1,https://twitter.com/dog_rates/status/854010172552949760/photo/1",None,doggo,floofer,,,3433.0,17169.0,https://pbs.twimg.com/media/C9oNt91WAAAFSLS.jpg,1.0,1.1,Twitter for iPhone,doggofloofer,english springer,0.354733
2017-04-16 16:00:07,A photographer took pictures before and after he told his bunny he's a good boy. Here are the results. 13/10 https://t.co/wiQZIsaWUe,"https://twitter.com/dog_rates/status/853639147608842240/photo/1,https://twitter.com/dog_rates/status/853639147608842240/photo/1",None,,,,,11265.0,37198.0,https://pbs.twimg.com/media/C9i8RhhXoAAdkMT.jpg,1.0,1.3,Twitter for iPhone,,german shepherd,0.509879
2017-04-13 23:59:28,This is Aspen. She's never tasted a stick so succulent. On the verge of tears. A face of pure appreciation. 12/10 https://t.co/VlyBzOXHEW,https://twitter.com/dog_rates/status/852672615818899456/photo/1,Aspen,,,,,2388.0,15939.0,https://pbs.twimg.com/media/C9VNNp1XkAEWRFb.jpg,1.0,1.2,Twitter for iPhone,,golden retriever,0.7112350000000001
2017-04-08 16:54:09,"This is Kyle. He made a joke about your shoes, then stuck his tongue out at you. Uncalled for. Step the h*ck up Kyle. 11/10 would forgive https://t.co/hLQ2Ilg2uN","https://twitter.com/dog_rates/status/850753642995093505/photo/1,https://twitter.com/dog_rates/status/850753642995093505/photo/1",Kyle,,,,,10352.0,33348.0,https://pbs.twimg.com/media/C8576jrW0AEYWFy.jpg,1.0,1.1,Twitter for iPhone,,pug,0.996952
2017-04-06 16:18:05,Say hello to Boomer. He's a sandy pupper. Having a h*ckin blast. 12/10 would pet passionately https://t.co/ecb3LvExde,"https://twitter.com/dog_rates/status/850019790995546112/photo/1,https://twitter.com/dog_rates/status/850019790995546112/photo/1,https://twitter.com/dog_rates/status/850019790995546112/photo/1",Boomer,,,pupper,,5459.0,21944.0,https://pbs.twimg.com/media/C8vgfTsXgAA561h.jpg,3.0,1.2,Twitter for iPhone,pupper,shetland sheepdog,0.759907
2017-04-03 00:16:10,Please stop sending in animals other than dogs. We only rate dogs. Not Furry Ecuadorian Sea Turtles. Thank you... 12/10 https://t.co/UOE79zb6VU,https://twitter.com/dog_rates/status/848690551926992896/photo/1,None,,,,,4826.0,27104.0,https://pbs.twimg.com/media/C8cnjHuXsAAoZQf.jpg,1.0,1.2,Twitter for iPhone,,flat-coated retriever,0.8236479999999999
2017-03-30 00:56:03,This is Furzey. He's doing an elevated sandy zoom. Adjusts ears to steer. 12/10 would pet mid flight https://t.co/zhbRIZQgnq,"https://twitter.com/dog_rates/status/847251039262605312/photo/1,https://twitter.com/dog_rates/status/847251039262605312/photo/1",Furzey,,,,,4800.0,22036.0,https://pbs.twimg.com/media/C8IKUjAUwAEP-En.jpg,1.0,1.2,Twitter for iPhone,,airedale,0.49538
2017-03-28 00:07:32,This is Barney. He's an elder doggo. Hitches a ride when he gets tired. Waves goodbye before he leaves. 13/10 please come back soon https://t.co/cFAasDXauK,"https://twitter.com/dog_rates/status/846514051647705089/photo/1,https://twitter.com/dog_rates/status/846514051647705089/photo/1,https://twitter.com/dog_rates/status/846514051647705089/photo/1",Barney,doggo,,,,13076.0,48410.0,https://pbs.twimg.com/media/C79sB4xXwAEvwKY.jpg,2.0,1.3,Twitter for iPhone,doggo,golden retriever,0.650003
2017-03-27 00:15:53,This is Vixen. He really likes bananas. Steals them when he thinks nobody's watching. 13/10 opportunistic af https://t.co/a0CkS5ExFR,"https://twitter.com/dog_rates/status/846153765933735936/photo/1,https://twitter.com/dog_rates/status/846153765933735936/photo/1",Vixen,,,,,10226.0,34394.0,https://pbs.twimg.com/media/C74kWqoU8AEaf3v.jpg,1.0,1.3,Twitter for iPhone,,giant schnauzer,0.346468
2017-03-26 16:55:29,Meet Jarvis. The snow pupsets him. Officially ready for summer. 12/10 would perform a chilly boop https://t.co/0hLkztpiOW,https://twitter.com/dog_rates/status/846042936437604353/photo/1,Jarvis,,,,,3224.0,17256.0,https://pbs.twimg.com/media/C72_iaUVUAEhZSn.jpg,1.0,1.2,Twitter for iPhone,,golden retriever,0.96111
